 Water and Sugar fluxes in Fruit
     Time           Ux        Up           Tf           Us           Ur
   38.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   39.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   40.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   41.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   42.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   43.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   44.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   45.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   46.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   47.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   48.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   49.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   50.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   51.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   52.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   53.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   54.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   55.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   56.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   57.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   58.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   59.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   60.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   61.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   62.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   63.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   64.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   65.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   66.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   67.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   68.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   69.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   70.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   71.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   72.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   73.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   74.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   75.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   76.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   77.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   78.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   79.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   80.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   81.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   82.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   83.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   84.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   85.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   86.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   87.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   88.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   89.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   90.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   91.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   92.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   93.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   94.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   95.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   96.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   97.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   98.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
   99.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  100.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  101.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  102.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  103.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  104.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  105.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  106.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  107.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  108.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  109.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  110.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  111.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  112.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  113.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  114.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  115.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  116.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  117.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  118.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  119.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  120.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  121.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  122.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  123.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  124.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  125.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  126.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  127.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  128.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  129.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  130.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  131.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  132.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  133.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  134.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  135.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  136.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  137.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  138.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  139.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  140.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  141.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  142.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  143.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  144.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  145.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  146.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  147.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  148.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  149.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  150.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  151.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  152.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  153.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  154.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  155.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  156.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  157.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  158.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  159.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  160.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  161.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  162.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  163.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  164.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  165.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  166.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  167.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  168.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  169.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  170.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  171.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  172.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  173.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  174.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  175.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  176.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  177.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  178.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  179.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  180.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  181.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  182.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  183.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  184.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  185.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  186.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  187.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  188.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  189.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  190.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  191.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  192.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  193.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  194.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  195.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  196.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  197.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  198.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  199.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  200.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  201.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  202.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  203.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  204.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  205.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  206.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  207.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  208.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  209.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  210.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  211.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  212.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  213.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  214.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  215.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  216.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  217.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  218.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  219.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  220.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  221.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  222.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  223.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  224.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  225.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  226.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  227.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  228.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  229.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  230.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  231.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  232.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  233.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  234.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  235.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  236.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  237.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  238.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  239.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  240.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  241.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  242.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  243.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  244.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  245.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  246.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  247.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  248.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  249.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  250.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  251.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  252.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  253.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  254.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  255.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  256.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  257.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  258.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  259.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  260.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  261.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  262.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  263.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  264.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  265.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  266.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  267.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  268.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  269.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  270.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  271.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  272.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  273.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  274.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  275.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  276.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  277.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  278.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  279.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  280.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  281.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  282.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  283.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  284.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  285.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  286.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  287.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  288.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  289.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  290.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  291.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  292.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  293.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  294.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  295.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  296.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  297.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  298.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  299.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  300.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  301.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
  302.0000  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00
